CONTA;TÍTULO;FUNÇÃO;NATUREZA DO SALDO ;EXEERCÍCIO DO STATUS INATIVA;INDICADOR DO SUPERÁVIT FINANCEIRO ;Nº REGISTRO OBRIG. ;ATRIBUTO OBRIG. - Inclusão (I), Exclusão (E) ou Alteração (A);EXERCÍCIO DA ATUALIZAÇÃO DO ATRIBUTO OBRIGATÓRIO;SISTEMA;DETLAHMENTO SISTEMA;MSC;CONTA CORRENTE;Reduzido;ANALITICA
1211207;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER A LONGO PRAZO ;Registra os valores relativos a créditos a receber oriundos da variação patrimoniais aumentativas decorrentes de transferências da União, estados, Distrito Federal e municípios, consórcios;D;;P;25;;;;;;;;N
121129901;(-) AJUSTE DE PERDAS DE CRÉDITOS TRIBUTÁRIOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de créditos tributários.;C;;P;25;;;;;;;;N
121129902;(-) AJUSTE DE PERDAS DE CLIENTES;Registra o ajuste para cobertura de perdas estimadas na cobrança das contas a receber de clientes.;C;;P;15;;;;;;;;N
121129903;(-) AJUSTE DE PERDAS DE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de empréstimos e financiamentos concedidos.;C;;P;15;;;;;;;;N
121129904;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa tributária.;C;;P;25;;;;;;;;N
121129905;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA NÃO TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa não tributária.;C;;P;25;;;;;;;;N
121129999;(-) OUTROS AJUSTES DE PERDAS DE CRÉDITOS A LONGO PRAZO;Registra o ajuste de perdas estimadas com o não recebimento de valores referentes a créditos a longo prazo, não classificados em itens anteriores.;C;;P;25;;;;;;;;N
1211307;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER A LONGO PRAZO;Registra os valores relativos a créditos a receber oriundos da variação patrimoniais aumentativas decorrentes de transferências da União, estados, Distrito Federal e municípios, consórcios públicos e outras instituições.;D;;P;25;;;;;;;;N
121139901;(-) AJUSTE DE PERDAS DE CRÉDITOS TRIBUTÁRIOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de créditos tributários.;C;;P;25;;;;;;;;N
121139902;(-) AJUSTE DE PERDAS DE CLIENTES;Registra o ajuste para cobertura de perdas estimadas na cobrança das contas a receber de clientes.;C;;P;15;;;;;;;;N
121139903;(-) AJUSTE DE PERDAS DE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de empréstimos e financiamentos concedidos.;C;;P;15;;;;;;;;N
121139904;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa tributária.;C;;P;25;;;;;;;;N
121139905;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA NÃO TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa não tributária.;C;;P;25;;;;;;;;N
121139999;(-) OUTROS AJUSTES DE PERDAS DE CRÉDITOS A LONGO PRAZO;Registra o ajuste de perdas estimadas com o não recebimento de valores referentes a créditos a longo prazo, não classificados em itens anteriores.;C;;P;25;;;;;;;;N
121140311;EMPRÉSTIMOS A RECEBER - RPPS - PLANO EM REPARTIÇÃO;Registra os créditos a receber provenientes de empréstimos concedidos por meio de recursos previdenciários.;D;;P;15;;;;;;;;N
121140312;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS A RECEBER - RPPS - PLANO EM REPARTIÇÃO;Registra o somatório dos valores dos Juros e Encargos sobre empréstimos concedidos com recursos previdenciários.;D;;P;15;;;;;;;;N
121140313;FINANCIAMENTOS A RECEBER - RPPS - PLANO EM REPARTIÇÃO;Registra os créditos a receber provenientes de financiamentos concedidos por meio de recursos previdenciários.;D;;P;15;;;;;;;;N
121140314;JUROS E ENCARGOS SOBRE FINANCIAMENTOS A RECEBER - RPPS - PLANO EM REPARTIÇÃO;Registra o somatório dos valores dos Juros e Encargos sobre financiamentos concedidos com recursos previdenciários.;D;;P;15;;;;;;;;N
1211407;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER A LONGO PRAZO;Registra os valores relativos a créditos a receber oriundos da variação patrimoniais aumentativas decorrentes de transferências da União, estados, Distrito Federal e municípios, consórcios públicos e outras instituições.;D;;P;25;;;;;;;;N
121149901;(-) AJUSTE DE PERDAS DE CRÉDITOS TRIBUTÁRIOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de créditos tributários.;C;;P;25;;;;;;;;N
121149902;(-) AJUSTE DE PERDAS DE CLIENTES;Registra o ajuste para cobertura de perdas estimadas na cobrança das contas a receber de clientes.;C;;P;15;;;;;;;;N
121149903;(-) AJUSTE DE PERDAS DE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de empréstimos e financiamentos concedidos.;C;;P;15;;;;;;;;N
121149904;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa tributária.;C;;P;25;;;;;;;;N
121149905;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA NÃO TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa não tributária.;C;;P;25;;;;;;;;N
121149999;(-) OUTROS AJUSTES DE PERDAS DE CRÉDITOS A LONGO PRAZO;Registra o ajuste de perdas estimadas com o não recebimento de valores referentes a créditos a longo prazo, não classificados em itens anteriores.;C;;P;25;;;;;;;;N
121150700;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER A LONGO PRAZO;Registra os valores relativos a créditos a receber oriundos da variação patrimoniais aumentativas decorrentes de transferências da União, estados, Distrito Federal e municípios, consórcios públicos e outras instituições.;D;;P;25;;;;;;;;N
121159901;(-) AJUSTE DE PERDAS DE CRÉDITOS TRIBUTÁRIOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de créditos tributários.;C;;P;25;;;;;;;;N
121159902;(-) AJUSTE DE PERDAS DE CLIENTES;Registra o ajuste para cobertura de perdas estimadas na cobrança das contas a receber de clientes.;C;;P;15;;;;;;;;N
121159903;(-) AJUSTE DE PERDAS DE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS;Registra o ajuste para cobertura de perdas estimadas na cobrança de empréstimos e financiamentos concedidos.;C;;P;15;;;;;;;;N
121159904;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa tributária.;C;;P;25;;;;;;;;N
121159905;(-) AJUSTE DE PERDAS DE DÍVIDA ATIVA NÃO TRIBUTÁRIA;Registra o ajuste para cobertura de perdas estimadas na cobrança de dívida ativa não tributária.;C;;P;25;;;;;;;;N
121159999;(-) OUTROS AJUSTES DE PERDAS DE CRÉDITOS A LONGO PRAZO;Registra o ajuste de perdas estimadas com o não recebimento de valores referentes a créditos a longo prazo, não classificados em itens anteriores.;C;;P;25;;;;;;;;N
1215;ATIVO BIOLÓGICO;Compreende os valores relativos a plantas ou seres vivos que podem se classificados como ativos biológicos cujo ciclo produtivo ocorra  após  12 meses da data das demonstrações.;D;;;;;;;;;;;N
12151;ATIVO BIOLÓGICO - CONSOLIDAÇÃO;Registra os valores classificados como ativos biológicos cujo ciclo produtivo ocorra  após  12 meses da data das demonstrações. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;D;;P;15;;;;;;;;N
1223103;TITULOS E VALORES MOBILIÁRIOS - RPPS - PLANO EM REPARTIÇÃO;Registra os investimentos realizados pelo Regime Próprio da Previdência Social em títulos e valores mobiliários .;D;;P;15;;;;;;;;N
1223104;APLICAÇÕES EM SEGMENTO DE IMÓVEIS - RPPS - PLANO EM REPARTIÇÃO;Registra os investimentos realizados pelo Regime Próprio da Previdência Social em aplicações em segmentos de imóveis.;D;;P;15;;;;;;;;N
1223105;INVESTIMENTOS PERMANENTES RECEBIDOS DE LONGO PRAZO - PLANO EM CAPITALIZAÇÃO;Registra o somatório dos investimentos recebidos de longo prazo pelo RPPS, mediante lei autorizativa, nos termos do art. 249, da CF/88, do art. 9º, EC/103/2019 e demais normas previdenciárias vigentes.;D;;P;15;;;;;;;;N
1229105;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS DO RPPS - FUNDO EM REPARTIÇÃO;Registra os valores de ajuste ao valor recuperável de investimentos do RPPS, quando esse for inferior ao valor liquido contábil.;C;;P;15;;;;;;;;N
1229199;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS - DEMAIS INVESTIMENTOS PERMANENTES;Registra os valores de ajuste ao valor recuperável de demais investimentos permanentes, quando esse for inferior ao valor liquido contábil.;C;;P;15;;;;;;;;N
1229299;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS - DEMAIS INVESTIMENTOS PERMANENTES;Registra os valores de ajuste ao valor recuperável de demais investimentos permanentes, quando esse for inferior ao valor líquido contábil.;C;;P;15;;;;;;;;N
1229399;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS - DEMAIS INVESTIMENTOS PERMANENTES;Registra os valores de ajuste ao valor recuperável de demais investimentos permanentes, quando esse for inferior ao valor líquido contábil.;C;;P;15;;;;;;;;N
1229499;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS - DEMAIS INVESTIMENTOS PERMANENTES;Registra os valores de ajuste ao valor recuperável de demais investimentos permanentes, quando esse for inferior ao valor líquido contábil.;C;;P;15;;;;;;;;N
1229599;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INVESTIMENTOS - DEMAIS INVESTIMENTOS PERMANENTES;Compreende/Registra os valores de ajuste ao valor recuperável de demais investimentos permanentes, quando esse for inferior ao valor líquido contábil.;C;;P;15;;;;;;;;N
1244;PATRIMÔNIO CULTURAL INTANGÍVEL;Compreende os valores pertinentes a bens intangíveis que têm relevância cultural, ambiental ou histórica, como por exemplo: gravações de eventos históricos significativos, direitos de uso da imagem de pessoa pública em selos postais ou em moedas.;D;;;;;;;;;;;N
12441;PATRIMÔNIO CULTURAL INTANGÍVEL - CONSOLIDAÇÃO;Registra os valores pertinentes a bens intangíveis que têm relevância cultural, ambiental ou histórica, como por exemplo: gravações de eventos históricos significativos, direitos de uso da imagem de pessoa pública em selos postais ou em moedas. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;D;;P;15;;;;;;;;N
1248104;(-) AMORTIZAÇÃO ACUMULADA - PATRIMÔNIO CULTURAL INTANGÍVEL;Registra a diminuição do valor do capital aplicado em direito/bem cultural, ambiental ou histórico, pertencentes ao ativo intangível.;C;;P;15;;;;;;;;N
1249104;(-) REDUÇÃO AO VALOR RECUPERÁVEL DE INTANGÍVEL-PATRIMÔNIO CULTURAL INTANGÍVEL;Registra os valores de ajuste ao valor recuperável de direito/bem cultural, ambiental ou histórico, quando esse for inferior ao valor liquido contábil.;C;;P;15;;;;;;;;N
2153106;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de  transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2153306;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de  transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2153406;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de  transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2153506;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de  transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2186199;OUTRAS OBRIGAÇÕES DECORRENTES DE CONTRATOS DE CONCESSÃO DE SERVIÇO PÚBLICO - COMUM E PPP;Registra os passivos decorrentes dos contratos de  PPP não especificados anteriormente.;C;;P/F;16;;;;;;;;N
2188202;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2188203;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2188204;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2188208;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2188299;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2188301;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
218830199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
2188302;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2188303;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2188304;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2188308;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2188399;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2188401;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
218840109;OUTROS TRIBUTOS ESTADUAIS;Registra os valores em consignação relativos a outros tributos a serem repassados aos estados.;C;;F;16;;;;;;;;N
218840199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
2188402;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2188403;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2188404;DEPOSITOS NAO JUDICIAIS;/Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2188408;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2188499;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2188501;CONSIGNAÇÕES;Compreende/Registra os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
218850108;ISS;Registra os valores do imposto sobre serviços retidos em consignações por forca de legislação, circunstancias ou acordo entre as partes envolvidos na transação, em situações que a entidade como parte contratante, atue como substituta tributária.;C;;F;16;;;;;;;;N
218850109;OUTROS TRIBUTOS MUNICIPAIS;Registra os valores em consignação relativos a outros tributos a serem repassados aos municípios.;C;;F;16;;;;;;;;N
218850199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
2188502;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2188503;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2188504;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2188508;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2188599;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
218910105;RECOMPOSIÇÃO DO FUNDO DE RESERVA;Registra os valores relativos à restituição de valores para recomposição do Fundo de Reserva, em casos de apropriação de depósitos judiciais das lides em que o ente é parte, em conformidade com LC nº 151/2015, EC nº 94/2016 e EC nº 99/2017.;C;;P/F;16;;;;;;;;N
218910106;DEPÓSITOS JUDICIAIS DE TERCEIROS;Registra os valores relativos às obrigações contraídas pela utilização dos valores oriundos de depósitos efetuados de lides dos quais o ente não faz parte, em conformidade com a EC nº 94/2016 e EC nº 99/2017.;C;;P/F;16;;;;;;;;N
2189201;INDENIZAÇÕES E RESTITUIÇÕES - INTRA OFSS;Compreende as obrigações relativas a indenizações e restituições.;C;;;;;;;;;;;N
218920105;RECOMPOSIÇÃO DO FUNDO DE RESERVA - INTRA OFSS;Registra os valores relativos à restituição de valores para recomposição do Fundo de Reserva, em casos de apropriação de depósitos judiciais das lides em que o ente é parte, em conformidade com LC nº 151/2015, EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;C;;P/F;16;;;;;;;;N
218920106;DEPÓSITOS JUDICIAIS DE TERCEIROS - INTRA OFSS;Registra os valores relativos às obrigações contraídas pela utilização dos valores oriundos de depósitos efetuados de lides dos quais o ente não faz parte, em conformidade com a EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;C;;P/F;16;;;;;;;;N
2189301;INDENIZAÇÕES E RESTITUIÇÕES - INTER OFSS UNIÃO;Compreende as obrigações relativas a indenizações e restituições.;C;;;;;;;;;;;N
218930105;RECOMPOSIÇÃO DO FUNDO DE RESERVA - INTER OFSS UNIÃO;Registra os valores relativos à restituição de valores para recomposição do Fundo de Reserva, em casos de apropriação de depósitos judiciais das lides em que o ente é parte, em conformidade com LC nº 151/2015, EC nº 94/2016 e EC nº 99/2017. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;C;;P/F;16;;;;;;;;N
218930106;DEPÓSITOS JUDICIAIS DE TERCEIROS - INTER OFSS UNIÃO;Registra os valores relativos às obrigações contraídas pela utilização dos valores oriundos de depósitos efetuados de lides dos quais o ente não faz parte, em conformidade com a EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;C;;P/F;16;;;;;;;;N
2189401;INDENIZAÇÕES E RESTITUIÇÕES - INTER OFSS ESTADO;Compreende as obrigações relativas a indenizações e restituições.;C;;;;;;;;;;;N
218940105;RECOMPOSIÇÃO DO FUNDO DE RESERVA - INTER OFSS ESTADO;Registra os valores relativos à restituição de valores para recomposição do Fundo de Reserva, em casos de apropriação de depósitos judiciais das lides em que o ente é parte, em conformidade com LC nº 151/2015, EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;P/F;16;;;;;;;;N
218940106;DEPÓSITOS JUDICIAIS DE TERCEIROS - INTER OFSS ESTADO;Registra os valores relativos às obrigações contraídas pela utilização dos valores oriundos de depósitos efetuados de lides dos quais o ente não faz parte, em conformidade com a EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;P/F;16;;;;;;;;N
2189501;INDENIZAÇÕES E RESTITUIÇÕES - INTER OFSS MUNICÍPIO;Compreende as obrigações relativas a indenizações e restituições.;C;;;;;;;;;;;N
218950105;RECOMPOSIÇÃO DO FUNDO DE RESERVA - INTER OFSS MUNICÍPIO;Registra os valores relativos à restituição de valores para recomposição do Fundo de Reserva, em casos de apropriação de depósitos judiciais das lides em que o ente é parte, em conformidade com LC nº 151/2015, EC nº 94/2016 e EC nº 99/2017.Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;C;;P/F;16;;;;;;;;N
218950106;DEPÓSITOS JUDICIAIS DE TERCEIROS - INTER OFSS MUNICÍPIO;Registra os valores relativos às obrigações contraídas pela utilização dos valores oriundos de depósitos efetuados de lides dos quais o ente não faz parte, em conformidade com a EC nº 94/2016 e EC nº 99/2017. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;C;;P/F;16;;;;;;;;N
2253106;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2253306;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2253406;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de transferências voluntárias não utilizados a serem devolvidos ao Concedente.;C;;P/F;16;;;;;;;;N
2253506;SALDO DE TRANSFERÊNCIAS VOLUNTÁRIAS NÃO UTILIZADOS A DEVOLVER;Registra os valores de saldos de transferências voluntárias não utilizados a serem devolvidos ao Concedente;C;;P/F;16;;;;;;;;N
2288201;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
228820199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
2288202;GARANTIAS;Compreende/Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2288203;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2288204;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2288208;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2288299;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2288301;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
228830102;CONTRIBUIÇÃO AO RGPS;Registra o valor das retenções procedidas em pagamentos de empregados regidos pela consolidação das leis do trabalho (CLT) ou de serviços de terceiros, a ser recolhido ao instituto nacional do seguro social/previdência social.;C;;F;16;;;;;;;;N
228830199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
2288302;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2288303;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2288304;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2288308;PRECATORIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2288399;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2288401;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
228840199;OUTROS TRIBUTOS ESTADUAIS;Registra os valores em consignação relativos a outros tributos a serem repassados aos estados.;C;;F;16;;;;;;;;N
2288402;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2288403;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2288404;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2288408;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2288499;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
2288501;CONSIGNAÇÕES;Compreende os valores entregues em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;C;;;;;;;;;;;N
228850108;ISS;Registra os valores do imposto sobre serviços retidos em consignações por forca de legislação, circunstancias ou acordo entre as partes envolvidos na transação, em situações que a entidade como parte contratante, atue como substituta tributária.;C;;F;16;;;;;;;;N
228850109;OUTROS TRIBUTOS MUNICIPAIS;Registra os valores em consignação relativos a outros tributos a serem repassados aos municípios.;C;;F;16;;;;;;;;N
228850199;OUTRAS CONSIGNAÇÕES;Registra os valores entregues em confiança ou em consignações não classificados em itens anteriores.;C;;F;16;;;;;;;;N
